RANK2016;RANK2015;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
170;175;UNIVERSITY OF COLORADO AT BOULDER;US;L;CO;VH;5;A;51;183;44;274;64,8;189;53,9;201;37,4;357;16,3;401+;51,2
171;193;HANYANG UNIVERSITY;KR;L;FC;VH;4;B;44,7;214;63,3;143;86,2;93;28,8;401+;26,7;401+;41,4;336;50,6
172;172;UNIVERSITY OF VIRGINIA;US;L;FC;VH;5;A;45,3;207;47,5;247;63,6;196;54,9;196;51,2;299;27,8;401+;50,5
173;169;MAASTRICHT UNIVERSITY;NL;L;CO;VH;3;A;30,2;356;59,8;163;48,2;278;62,6;149;94,9;119;99,9;22;50,3
174;  182=;NATIONAL CHIAO TUNG UNIVERSITY;TW;M;CO;VH;5;A;33,3;311;28,6;401+;60,2;213;85,8;58;37,9;354;55,5;256;50,1
175;  156=;UNIVERSITY OF READING;UK;L;CO;VH;5;A;38,6;260;52,2;208;38,2;339;61,8;154;89;149;93,8;87;50
176;154;UNIVERSITY COLLEGE DUBLIN (UCD);IE;L;FC;VH;5;A;49,8;184;60,2;161;23,3;401+;56,5;185;93,1;127;60,7;231;49,7
  177=;  188=;ECOLE NORMALE SUPÉRIEURE DE LYON ;FR;S;CO;VH;5;A;49,4;186;27,1;401+;100;14;19,3;401+;37,4;358;27,6;401+;49,6
  177=;168;GEORG-AUGUST-UNIVERSITÄT GÖTTINGEN;DE;L;FC;VH;5;A;62,5;141;27,4;401+;66,1;179;24,3;401+;42,1;330;32,3;401+;49,6
  177=;181;UNIVERSITY OF BERGEN;NO;M;FC;VH;4;A;37,9;265;21,8;401+;82;114;53,3;207;86,1;165;16,6;401+;49,6
  177=;  188=;UNIVERSITY OF TWENTE;NL;M;FO;VH;4;A;29;372;24,5;401+;42,1;315;95,6;25;87,8;158;70,4;183;49,6
181;  166=;UNIVERSITY OF BERN;CH;L;CO;VH;5;A;36,1;282;33,6;363;27,8;401+;93,7;35;100;36;39,9;344;49,3
182;194;VRIJE UNIVERSITEIT BRUSSEL (VUB);BE;M;FC;VH;5;A;33;317;48,4;234;96,6;51;20,3;401+;79,3;192;67,4;197;48,9
  183=;187;POLITECNICO DI MILANO;IT;XL;FO;VH;5;A;57,2;159;89,6;63;6,8;401+;57,7;175;40,1;340;41,4;333;48,8
  183=;197;TECHNISCHE UNIVERSITÄT WIEN;AT;L;FO;VH;5;A;39,4;255;67,7;129;5,3;401+;87,2;52;65,7;237;88,1;110;48,8
  185=;179;INDIAN INSTITUTE OF TECHNOLOGY DELHI (IITD);IN;M;CO;VH;4;A;47,2;198;75,2;107;17,4;401+;93,2;36;2;401+;2,2;401+;48,6
  185=;180;UNIVERSITY OF FLORIDA;US;XL;FC;VH;5;B;56,8;160;34,8;353;62;204;40,7;299;16,2;401+;21,1;401+;48,6
  185=;  190=;UNIVERSITY OF ROCHESTER;US;M;FC;VH;5;B;29,9;359;9,8;401+;99,9;24;49,2;242;31,4;391;83,9;127;48,6
  187=;185;UNIVERSITY OF ILLINOIS, CHICAGO (UIC);US;L;FC;VH;5;A;52,1;179;41,7;301;46,8;285;44,8;276;51,8;293;48,3;294;48,4
  187=;187;UNIVERSITY OF SUSSEX;UK;L;FC;HI;4;A;37,4;273;21,4;401+;33,3;389;73;102;98,1;80;97,9;53;48,4
189;199;KING FAHD UNIVERSITY OF PETROLEUM & MINERALS (KFUPM);SA;M;CO;VH;4;A;29,3;366;40,3;309;89;76;31,4;387;100;26;64,4;216;48,3
190;177;RADBOUD UNIVERSITY NIJMEGEN;NL;L;FC;VH;4;A;38,6;259;26,6;401+;50,4;255;78,4;84;51,8;295;33,9;388;48,2
  191=;  195=;UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP);BR;L;FC;VH;4;A;70,5;110;79,2;92;22,4;401+;33,6;366;9,9;401+;5,9;401+;48
  191=;171;UNIVERSITY OF CAPE TOWN;ZA;L;FC;VH;5;A;58,1;153;48,1;240;26,6;401+;42,3;292;69,3;216;51,6;278;48
193;218;UNIVERSITY OF TECHNOLOGY, SYDNEY (UTS);AU;L;CO;VH;3;A;48,8;189;81;89;14,2;401+;37,7;328;96,7;103;94,6;80;47,8
195;  182=;QUEEN'S UNIVERSITY OF BELFAST;UK;L;FC;VH;5;A;36,2;280;55,2;185;42,7;310;45,3;271;98,8;65;94,5;81;47,5
  196=;  182=;STOCKHOLM UNIVERSITY;SE;L;CO;VH;5;A;66,3;126;35,3;349;21,9;401+;49,5;236;38,1;351;18,5;401+;47,2
  196=;  204=;UNIVERSITY OF CALGARY;CA;L;FC;VH;4;A;45;212;65,9;135;29,6;401+;46,3;266;80,4;189;65;214;47,2
198;192;WESTERN UNIVERSITY;CA;L;FC;VH;5;A;39,9;252;60,2;160;12,2;401+;73,5;100;99,2;59;56,1;253;47,1
199;176;VRIJE UNIVERSITEIT AMSTERDAM;NL;L;FC;VH;5;A;52,3;176;50,7;220;33,3;390;56,1;190;45;318;14,2;401+;46,8
200;209;UNIVERSIDAD DE CHILE;CL;XL;FC;HI;5;A;78,6;84;92,5;57;12,8;401+;12,7;401+;9,8;401+;10,6;401+;46,7
201;212;WASEDA UNIVERSITY;JP;XL;CO;VH;5;B;68,1;121;84,5;76;29,2;401+;7,8;401+;31,7;389;37,2;363;46,5
202;215;CASE WESTERN RESERVE UNIVERSITY;US;M;FC;VH;5;B;23,8;401+;8,5;401+;96,8;49;59,3;166;29,9;400;64,2;218;46,4
  203=;  190=;UNIVERSITAT AUTÓNOMA DE BARCELONA;ES;XL;FC;VH;3;A;68,7;117;37,5;332;20,7;401+;42,4;291;22,2;401+;28;401+;46,3
  203=;  195=;UNIVERSITY OF NOTRE DAME;US;L;CO;VH;5;B;33,2;313;43,7;281;41;320;80,1;79;65;243;22,3;401+;46,3
  203=;  216=;VANDERBILT UNIVERSITY;US;L;FC;VH;5;B;37,7;267;18,3;401+;100;5;35,8;345;9,8;401+;34,5;381;46,3
  206=;238;TECNOLÓGICO DE MONTERREY (ITESM);MX;L;FC;MD;4;B;36;283;92,6;56;75,6;138;3,4;401+;94,9;121;35,3;374;46,1
  206=;;UNIVERSITÉ GRENOBLE-ALPES (UGA) ;FR;XL;FC;VH;;A;79,2;81;19;401+;13;401+;36,5;339;15,4;401+;38,3;354;46,1
208;  204=;UNIVERSITÀ DI BOLOGNA (UNIBO);IT;XL;FC;VH;5;A;80,2;78;54,5;192;7,4;401+;29,8;401+;8,7;401+;13,5;401+;46
209;208;UNIVERSITY OF ANTWERP;BE;L;FC;VH;3;A;33,9;304;33;368;93,1;67;22,1;401+;67;229;48,4;293;45,8
  210=;227;TECHNISCHE UNIVERSITÄT DRESDEN;DE;XL;FC;VH;5;A;41,6;239;67,8;128;6,9;401+;77;89;72,9;205;36,2;367;45,7
  210=;186;UNIVERSIDAD AUTÓNOMA DE MADRID;ES;XL;FC;VH;3;A;64,4;132;68;126;34,7;377;26,3;401+;10,1;401+;10,8;401+;45,7
212;203;TEL AVIV UNIVERSITY;IL;L;FC;VH;4;A;47,7;193;36,2;342;7,8;401+;97;22;31,6;390;7,7;401+;45,6
213;198;TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY;IL;L;FC;VH;5;A;45,2;210;32,4;375;21,9;401+;80,4;76;65,3;240;7,9;401+;45,5
  214=;  213=;GEORGETOWN UNIVERSITY;US;L;FC;HI;5;B;40,3;247;60,9;157;60,9;210;31,8;381;38,4;349;53,2;271;45,4
  214=;211;UNIVERSITY OF CANTERBURY;NZ;M;CO;VH;5;A;45,7;206;45,5;259;16,7;401+;54,8;197;99;62;62,6;226;45,4
  216=;  219=;KEIO UNIVERSITY;JP;XL;FC;VH;5;B;57,3;158;73,2;110;58,9;218;10,1;401+;12,5;401+;9;401+;45,1
  216=;207;UNIVERSITÉ LIBRE DE BRUXELLES (ULB);BE;L;FC;VH;5;A;46,2;202;57,9;171;29,4;401+;25,7;401+;95,1;117;96;71;45,1
218;  243=;UNIVERSITY OF WOLLONGONG;AU;L;FC;VH;3;A;31,7;328;63,1;144;27,5;401+;56,2;188;99,7;51;74,7;164;44,7
219;202;INDIAN INSTITUTE OF TECHNOLOGY BOMBAY (IITB);IN;M;CO;VH;4;A;54,7;171;79,1;93;25;401+;48,5;249;2,8;401+;1,5;401+;44,6
220;223;SCIENCES PO PARIS;FR;M;SP;VH;5;A;31,4;336;64,7;140;84,7;99;3,8;401+;53,2;288;98;52;44,5
221;222;UNIVERSITÉ PARIS-SORBONNE (PARIS IV);FR;L;SP;VH;5;A;74,9;96;68,1;125;8,2;401+;6,1;401+;26,7;401+;67;199;44,4
222;  249=;ARIZONA STATE UNIVERSITY;US;XL;CO;VH;5;A;51,8;181;31;396;9,5;401+;70,3;120;30,4;396;58,3;241;44,2
  223=;206;QUEEN'S UNIVERSITY;CA;L;FC;VH;5;A;43,4;219;62,3;148;10,4;401+;65,7;135;76,4;197;25,6;401+;44
  223=;  213=;SAPIENZA - UNIVERSITÀ DI ROMA;IT;XL;FC;VH;5;A;76,3;90;43,8;279;3,4;401+;38,1;321;4,2;401+;13,5;401+;44
225;  219=;UNIVERSITY OF TSUKUBA;JP;L;FC;VH;3;A;45,3;208;30,4;401+;77;130;24,9;401+;16,1;401+;29,3;401+;43,8
226;225;SIMON FRASER UNIVERSITY;CA;L;CO;VH;4;A;31,9;325;35,6;345;5,3;401+;82,9;67;94,9;120;92,7;93;43,6
227;237;KING SAUD UNIVERSITY (KSU);SA;XL;FC;VH;4;A;34,5;298;33,4;364;88,5;80;12,3;401+;98,8;66;19,7;401+;43,4
  228=;268;AMERICAN UNIVERSITY OF BEIRUT (AUB);LB;M;FC;HI;5;B;28,6;383;84,9;73;60,2;212;13,3;401+;98,6;71;69,6;190;43,3
  228=;240;UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE ;FR;XL;FO;HI;5;A;71,4;105;82,5;85;3,4;401+;4,4;401+;19,2;401+;79,2;150;43,3
  228=;  229=;VICTORIA UNIVERSITY OF WELLINGTON;NZ;L;CO;VH;5;A;46,6;201;42,9;290;12,5;401+;47,8;254;100;41;60,9;230;43,3
231;210;RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITÄT BONN;DE;XL;FC;VH;5;A;57,9;155;29,5;401+;48,3;277;23,5;401+;16,7;401+;34,1;386;43
232;  219=;UNIVERSITÄT HAMBURG;DE;XL;FC;VH;4;A;58,8;152;39,2;318;42;316;20,9;401+;30,3;398;27,1;401+;42,9
233;  216=;UNIVERSITY OF ARIZONA;US;XL;FC;VH;5;A;52,1;178;24,1;401+;20,2;401+;67,1;132;21,8;401+;20,8;401+;42,8
234;  233=;UNIVERSITY OF TURKU;FI;L;FC;VH;4;A;34,5;297;54,8;190;87,9;84;19,7;401+;29,5;401+;8,3;401+;42,7
235;231;ROYAL HOLLOWAY UNIVERSITY OF LONDON;UK;M;CO;VH;5;A;25,2;401+;25,6;401+;27,2;401+;71,5;111;98,3;75;99,1;38;42,6
236;  275=;AL-FARABI KAZAKH NATIONAL UNIVERSITY;KZ;L;CO;MD;4;A;42,1;234;36,5;340;96,9;48;1,1;401+;30,3;397;17,4;401+;42,5
237;228;LOUGHBOROUGH UNIVERSITY;UK;L;FO;VH;4;A;31,7;331;60,1;162;33,8;386;47,9;252;84,3;174;58,1;242;42,3
238;252;TUFTS UNIVERSITY;US;M;FC;VH;5;B;23,2;401+;23,7;401+;67,8;170;59,8;163;38;353;60,1;233;42,2
  239=;226;UNIVERSIDAD COMPLUTENSE DE MADRID (UCM);ES;XL;FC;VH;5;A;68;122;72,6;111;16,6;401+;11,7;401+;2,9;401+;36,8;364;42,1
  239=;  235=;UNIVERSITY OF LEICESTER;UK;L;FC;VH;4;A;25,2;401+;25,8;401+;56,9;226;43,7;286;84,4;173;97,1;58;42,1
  241=;224;NATIONAL CHENG KUNG UNIVERSITY;TW;L;FC;VH;4;A;42,2;232;34,3;358;39,8;329;57,1;179;17,6;401+;27,7;401+;42
  241=;  241=;UNIVERSITÉ PARIS-SUD 11;FR;L;CO;VH;5;A;37,4;272;27,6;401+;68,1;169;31,8;380;32,2;383;52,4;273;42
243;260;NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;TW;M;FO;VH;3;A;33,1;315;23,8;401+;73,8;146;46,2;267;14,6;401+;26,9;401+;41,7
244;  261=;UNIVERSITY OF DUNDEE;UK;M;FC;VH;3;A;26,5;401+;10,8;401+;82,1;113;25,2;401+;88,5;154;76,2;158;41,6
  245=;  265=;UNIVERSIDAD DE NAVARRA;ES;M;FC;VH;4;B;32,4;320;84,7;75;66,1;178;14,5;401+;19,5;401+;54,9;263;41,3
  245=;  256=;UNIVERSITY OF NEWCASTLE;AU;L;FC;VH;4;A;37,7;268;43,2;285;24,7;401+;44,1;281;99,3;58;59,5;236;41,3
  247=;  229=;MACQUARIE UNIVERSITY;AU;L;FC;VH;4;A;39,2;257;47,9;243;10,4;401+;51,4;220;96;110;66,9;201;41,2
  247=;246;TECHNISCHE UNIVERSITÄT DARMSTADT;DE;L;FO;VH;5;A;29,3;367;82,6;84;7,7;401+;69;127;59,5;261;56,4;251;41,2
  249=;  254=;INDIAN INSTITUTE OF TECHNOLOGY MADRAS (IITM);IN;M;CO;VH;4;A;41,1;242;55,2;187;21;401+;73,3;101;5,4;401+;1;401+;41
  249=;  271=;NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG);IE;L;FC;HI;5;A;26;401+;35,5;347;76,8;134;19,4;401+;90,7;139;62,6;225;41
251;  243=;UNIVERSITY OF MASSACHUSETTS, AMHERST;US;L;CO;VH;5;A;47,5;196;28,5;401+;18;401+;69,3;125;18,5;401+;11,6;401+;40,8
  252=;253;CHULALONGKORN UNIVERSITY;TH;XL;FC;HI;4;A;68,9;115;52,3;206;24,3;401+;9,8;401+;16,4;401+;3,7;401+;40,6
  252=;  273=;RMIT UNIVERSITY;AU;XL;CO;VH;2;A;42;236;74,1;109;14,9;401+;19,8;401+;100;35;83,5;130;40,6
  252=;  275=;SOAS - SCHOOL OF ORIENTAL AND AFRICAN STUDIES, UNIVERSITY OF LONDON ;UK;S;SP;VH;5;A;38,4;261;26,1;401+;45,8;289;15,5;401+;100;37;100;13;40,6
  252=;239;UNIVERSITY OF EAST ANGLIA (UEA);UK;L;FC;HI;4;A;28,3;386;15,8;401+;35,2;371;59,5;164;81;187;90,1;104;40,6
  252=;280;UNIVERSITY OF MIAMI;US;L;FC;VH;4;B;23,9;401+;23,2;401+;95,2;56;35,1;354;4,4;401+;48,9;292;40,6
257;232;BEIJING NORMAL UNIVERSITY ;CN;L;CO;VH;5;A;49,3;187;33,4;365;31,8;401+;40,3;301;40,4;337;17,3;401+;40,4
258;  256=;SAINT-PETERSBURG STATE UNIVERSITY;RU;L;FC;HI;5;A;38;264;31,3;388;97,6;46;3,7;401+;4,4;401+;26,4;401+;40,1
259;  254=;NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;NO;L;FC;VH;5;A;36,6;277;46;255;31,4;401+;45,7;268;73,7;203;28;401+;39,8
260;  241=;UNIVERSITÉ DE STRASBOURG;FR;XL;FC;HI;5;A;60,7;149;20,2;401+;15,8;401+;28,1;401+;40,3;338;49;291;39,6
261;  247=;UNIVERSITY OF SURREY;UK;L;CO;VH;4;A;26,5;401+;35,6;346;33,1;393;43,8;283;96;107;98,5;45;39,5
262;  261=;UNIVERSITÉ PARIS DIDEROT - PARIS 7;FR;L;FC;VH;5;A;55,8;165;6,8;401+;11,7;401+;51,3;221;34;373;42,2;329;39,4
263;251;UNIVERSITÄT STUTTGART;DE;L;CO;VH;5;A;34,8;295;62,3;149;35,2;370;34,6;358;37,1;361;64,9;215;39,3
  264=;  293=;ECOLE NORMALE SUPÉRIEURE DE CACHAN;FR;S;CO;VH;5;A;21,7;401+;17;401+;87,8;85;36,7;337;32,9;378;43,3;322;39,2
  264=;  295=;KYUNG HEE UNIVERSITY;KR;L;FC;VH;4;B;29,1;369;60,2;159;74;143;21;401+;12,8;401+;37,3;359;39,2
  264=;  243=;UNIVERSITÄT FRANKFURT AM MAIN;DE;XL;FC;VH;5;A;55,3;167;51,6;213;24,4;401+;20,7;401+;17,2;401+;41,4;334;39,2
  264=;  247=;UNIVERSITY OF GOTHENBURG;SE;L;FC;VH;5;A;43;223;29,2;401+;47,2;282;32,1;377;37;362;26,7;401+;39,2
268;  314=;ÉCOLE DES PONTS PARISTECH;FR;S;FO;VH;5;A;13,1;401+;74,4;108;97,9;44;5,4;401+;13,2;401+;98,6;43;39,1
269;  290=;UNIVERSIDAD NACIONAL DE COLOMBIA;CO;XL;FC;HI;5;A;65;129;91,5;59;11,1;401+;4,9;401+;10,3;401+;2,9;401+;38,9
270;  331=;UNIVERSITI PUTRA MALAYSIA (UPM);MY;L;FC;VH;3;A;43,2;221;25,5;401+;48,9;271;16,4;401+;45,2;315;71,8;176;38,8
271;  265=;UNIVERSITY OF CALIFORNIA, RIVERSIDE (UCR);US;L;FC;HI;4;A;26;401+;29,9;401+;10,3;401+;84;60;95,4;114;30,8;401+;38,7
  272=;283;UNIVERSIDAD DE LOS ANDES COLOMBIA;CO;L;FC;MD;4;B;59,7;150;84,8;74;15,3;401+;6,9;401+;31,9;386;2,9;401+;38,5
  272=;292;UNIVERSITÄT ERLANGEN-NÜRNBERG;DE;XL;FC;VH;5;A;30,1;358;37,2;333;2,8;401+;97,5;20;26,2;401+;27,2;401+;38,5
  272=;  249=;UNIVERSITY OF STRATHCLYDE;UK;L;CO;VH;5;A;28,7;381;54,5;193;28,6;401+;36,3;341;88,5;153;80,2;143;38,5
275;  273=;WUHAN UNIVERSITY;CN;XL;FC;VH;5;A;42,8;225;46,5;252;24,3;401+;39,8;306;54,9;284;15,5;401+;38,2
276;  263=;QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT);AU;XL;CO;VH;3;A;39,9;251;56,7;179;13,6;401+;31,4;386;96,9;101;49,6;287;38,1
277;  309=;NORTH CAROLINA STATE UNIVERSITY;US;L;CO;VH;5;A;36,2;279;30,2;401+;29,1;401+;50,1;228;51,8;294;40,1;343;38
  278=;291;HARBIN INSTITUTE OF TECHNOLOGY;CN;L;FO;VH;4;A;30,5;352;21,6;401+;49,6;261;64,4;140;9,2;401+;6,8;401+;37,9
  278=;281;HONG KONG BAPTIST UNIVERSITY (HKBU);HK;M;FC;HI;2;A;23,5;401+;14,5;401+;35,9;358;50,2;225;99,4;57;91,4;100;37,9
  280=;290;BIRKBECK COLLEGE, UNIVERSITY OF LONDON;UK;M;FO;VH;5;A;20,9;401+;14,3;401+;19,2;401+;70;121;97,5;92;99,2;36;37,8
  280=;  314=;UNIVERSIDAD CARLOS III DE MADRID;ES;L;FO;VH;3;A;34,8;292;56,9;178;68,2;168;8,3;401+;34,2;371;22,6;401+;37,8
282;  286=;LINKÖPING UNIVERSITY;SE;L;CO;VH;3;A;25,2;401+;49,3;231;70,3;157;28;401+;41,1;334;19;401+;37,7
  283=;  277=;DALHOUSIE UNIVERSITY;CA;L;FC;VH;5;A;26,9;401+;15;401+;19,7;401+;65,5;136;100;43;60,2;232;37,6
  283=;  303=;KING ABDUL AZIZ UNIVERSITY (KAU);SA;XL;FC;VH;3;A;27,3;398;24,8;401+;66,5;175;11,4;401+;99;63;68,1;194;37,6
  283=;  295=;MAHIDOL UNIVERSITY;TH;L;FC;HI;4;A;45,8;205;26,6;401+;73,3;147;5,8;401+;10,1;401+;5,8;401+;37,6
  283=;  295=;UNIVERSITAT POMPEU FABRA;ES;M;CO;VH;3;A;39,4;254;31,8;382;20,7;401+;44,4;278;76,4;198;34,5;382;37,6
  283=;  233=;UNIVERSITY COLLEGE CORK (UCC);IE;L;FC;VH;5;A;31,1;342;44,8;270;29,5;401+;38,1;320;93,1;126;47;306;37,6
  288=;  303=;UNIVERSITI TEKNOLOGI MALAYSIA (UTM);MY;L;CO;VH;3;A;26,7;401+;30;401+;82,9;108;10,7;401+;56,8;275;41,3;337;37,4
  288=;288;UNIVERSITY OF SOUTH AUSTRALIA (UNISA);AU;L;CO;VH;3;A;28,8;374;41,6;302;28,5;401+;37,3;332;100;11;65,5;210;37,4
  288=;  329=;UNIVERSITY OF ST GALLEN (HSG);CH;M;SP;VH;5;A;11,9;401+;94,3;46;3,3;401+;61,9;153;100;46;97;61;37,4
  291=;  263=;INDIANA UNIVERSITY BLOOMINGTON;US;XL;FC;VH;5;A;53,1;174;42,2;295;22,2;401+;22,1;401+;33,7;374;26,3;401+;37,3
  291=;317;NOVOSIBIRSK STATE UNIVERSITY;RU;M;CO;VH;4;A;28,9;373;34,2;360;86,6;90;9;401+;7,5;401+;56;254;37,3
  291=;  284=;UNIVERSITY OF OTTAWA;CA;XL;FC;VH;5;A;34,8;293;29,5;401+;7,5;401+;59,8;162;86,6;161;51;280;37,3
  294=;  319=;UMEÅ UNIVERSITY;SE;L;FC;HI;4;A;26,5;401+;23,8;401+;85,5;96;24,3;401+;31,9;387;13,5;401+;37,2
  294=;  256=;WESTFÄLISCHE WILHELMS-UNIVERSITÄT MÜNSTER ;DE;XL;FC;VH;5;A;39,8;253;53,5;200;45;293;24,9;401+;25,1;401+;13,2;401+;37,2
296;  269=;UNIVERSITY OF CALIFORNIA, SANTA CRUZ (UCSC);US;L;CO;VH;4;A;31,1;341;18,3;401+;10,1;401+;92;41;45,7;311;2,9;401+;37,1
  297=;  348=;HIROSHIMA UNIVERSITY;JP;L;FC;VH;4;A;34,3;300;10,3;401+;86;94;18,6;401+;12,2;401+;14;401+;37
  297=;307;SUN YAT-SEN UNIVERSITY;CN;XL;FC;VH;4;A;41,2;241;39;321;20,3;401+;50,1;230;39,6;343;10,5;401+;37
  299=;282;BOSTON COLLEGE;US;L;CO;HI;5;B;28,8;378;44,3;273;17,7;401+;56,3;187;95,5;113;24,5;401+;36,9
  299=;  295=;UNIVERSITÄT INNSBRUCK;AT;L;FC;HI;5;A;31,4;335;38,4;326;33,1;392;18,5;401+;97,2;95;99,2;34;36,9
301;  269=;RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK;US;XL;CO;VH;5;A;43,8;216;27,3;401+;34,8;376;35,7;347;21,1;401+;27,1;401+;36,8
  302=;279;CHARLES UNIVERSITY;CZ;XL;FC;VH;5;A;48,7;190;44,9;267;37,6;343;10,5;401+;15,8;401+;45;314;36,7
  302=;  271=;INDIAN INSTITUTE OF TECHNOLOGY KANPUR (IITK);IN;M;CO;VH;4;A;36,9;275;49,9;228;20,2;401+;64,2;142;2,1;401+;1,6;401+;36,7
  302=;  312=;UNIVERSITI KEBANGSAAN MALAYSIA (UKM);MY;L;FC;VH;3;A;40;250;26,2;401+;53,9;242;11,1;401+;55;282;44;321;36,7
305;  314=;POLITECNICO DI TORINO;IT;L;FO;VH;5;A;32,6;319;63,7;142;2,5;401+;70,7;117;2,2;401+;45,7;312;36,4
  306=;  338=;BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY;RU;L;CO;HI;5;A;26,3;401+;50,4;222;100;15;1,1;401+;1,4;401+;9,9;401+;36,3
  306=;  284=;CURTIN UNIVERSITY;AU;L;CO;VH;3;A;30,7;348;39;319;22,1;401+;33,4;367;100;22;74,4;166;36,3
  308=;  338=;NATIONAL YANG MING UNIVERSITY;TW;S;FC;VH;3;A;16,5;401+;11,7;401+;99,5;33;38,9;309;7,3;401+;8,1;401+;36,2
  308=;  309=;UNIVERSIDAD AUSTRAL;AR;S;CO;MD;3;B;28,4;384;61,9;154;86,7;87;1,9;401+;6,6;401+;13,2;401+;36,2
  310=;  376=;NATIONAL TAIWAN NORMAL UNIVERSITY;TW;M;CO;VH;4;A;37,8;266;17,9;401+;59,3;214;12,3;401+;16,9;401+;76,3;156;36
  310=;350;PONTIFICIA UNIVERSIDAD CATÓLICA ARGENTINA SANTA MARÍA DE LOS BUENOS AIRES (UCA);AR;L;FC;LO;4;B;29;371;85,9;70;72,6;152;1,2;401+;;;22,4;401+;36
  310=;  348=;RENSSELAER POLYTECHNIC INSTITUTE;US;M;CO;VH;5;B;20,9;401+;24,8;401+;17,7;401+;95,6;26;9,2;401+;39,9;345;36
313;  286=;INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR (IITKGP);IN;M;FO;VH;4;A;28,7;380;50,6;221;12,3;401+;83,9;61;2,4;401+;1;401+;35,9
314;301;CITY UNIVERSITY LONDON;UK;L;CO;HI;5;A;22,6;401+;65,5;136;17,2;401+;33,3;370;96;108;100;14;35,8
  315=;  277=;NANKAI UNIVERSITY;CN;XL;FC;VH;4;A;35,5;284;21,3;401+;23,7;401+;70,3;119;7,2;401+;5,2;401+;35,7
  315=;  345=;TONGJI UNIVERSITY;CN;XL;FC;VH;5;A;35,5;285;30,8;399;29,1;401+;38,5;313;68,5;222;26,8;401+;35,7
  315=;  265=;UNIVERSITY OF LIEGE;BE;L;FC;VH;5;A;24,4;401+;29,2;401+;23,8;401+;71,3;113;12,9;401+;65,5;209;35,7
318;  331=;XI'AN JIAOTONG UNIVERSITY;CN;XL;FC;VH;5;A;33,5;308;29,7;401+;49,3;266;38,5;314;23,4;401+;10,5;401+;35,6
319;  356=;TAMPERE UNIVERSITY OF TECHNOLOGY ;FI;M;CO;VH;3;A;14,6;401+;31,1;391;94,1;60;19,2;401+;55,3;281;21;401+;35,5
320;259;BEN GURION UNIVERSITY OF THE NEGEV;IL;L;FC;VH;3;A;25,2;401+;23,3;401+;28,3;401+;51,8;215;76,8;196;59,6;234;35,4
  321=;323;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;BR;XL;FC;VH;4;A;61,6;144;29,2;401+;24,3;401+;11,2;401+;10,6;401+;3,8;401+;35,3
  321=;  299=;UNIVERSITAT POLITÈCNICA DE CATALUNYA ;ES;L;CO;VH;3;A;35,1;290;42,4;292;50,4;256;24,1;401+;9,1;401+;33;398;35,3
323;308;UNIVERSITY OF PORTO;PT;L;FC;VH;5;A;41,7;238;39,5;317;15;401+;54,4;200;6,2;401+;9,3;401+;35,2
324;  338=;UNIVERSITY OF WAIKATO;NZ;M;CO;VH;4;A;22,2;401+;36,5;338;14,5;401+;53,1;208;97,3;93;79,9;146;35,1
  325=;  358=;UNIVERSITY OF INDONESIA;ID;XL;FC;MD;5;A;42,6;227;54,5;194;42,4;313;1,6;401+;68,1;223;4,8;401+;35
  325=;  319=;UNIVERSITY OF VICTORIA;CA;L;CO;VH;4;A;24,9;401+;19,1;401+;7;401+;75,4;92;82,9;180;47,2;304;35
  327=;318;HERIOT-WATT UNIVERSITY;UK;M;CO;VH;4;A;14,8;401+;45,5;260;34,2;381;36,2;342;98,6;69;99,6;28;34,8
  327=;  376=;UNIVERSITÉ DE MONTPELLIER ;FR;XL;CO;VH;5;A;46,8;200;32,5;372;11;401+;39,5;307;13,3;401+;41;340;34,8
329;  391=;TOKYO MEDICAL AND DENTAL UNIVERSITY ;JP;S;FO;VH;4;A;18,8;401+;10,8;401+;100;7;26,1;401+;3,2;401+;13,8;401+;34,7
  330=;  293=;TILBURG UNIVERSITY;NL;M;FO;VH;4;A;21,1;401+;36,9;334;12,1;401+;68,3;128;87;160;37,9;355;34,6
  330=;289;UNIVERSITI SAINS MALAYSIA (USM);MY;L;FC;VH;3;A;40,3;248;34,7;354;36,8;349;25,9;401+;23,4;401+;25,8;401+;34,6
  330=;  303=;UNIVERSITY OF ESSEX;UK;M;CO;VH;4;A;23,6;401+;16,6;401+;18,3;401+;47,6;257;99,2;60;99,8;25;34,6
