RANK2015;RANK2014;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
169;118;MAASTRICHT UNIVERSITY;NL;L;CO;VH;3;A;37,5;340;68,8;163;71,5;177;60,6;221;94,8;95;99,9;16;58,2
170;  167=;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;CL;L;FC;HI;5;B;90,7;65;98,3;34;38,3;401+;14;401+;19,1;401+;8;401+;58,1
171;  141=;UNIVERSITY OF CAPE TOWN;ZA;L;FC;VH;5;A;68,9;150;60,6;220;36,2;401+;53,3;278;70,1;205;52,5;266;57,8
172;  141=;UNIVERSITY OF VIRGINIA;US;L;FC;VH;5;A;53,7;205;49,7;301;70,9;179;62,6;205;53,4;275;35,9;400;57,7
  173=;  141=;EBERHARD KARLS UNIVERSITÄT TÜBINGEN;DE;L;FC;VH;5;A;64,5;164;51,4;290;82,4;121;27,4;401+;47,2;302;32,4;401+;57
  173=;159;UNIVERSITY OF OTAGO;NZ;L;FC;VH;5;A;62,7;172;53,8;275;30,2;401+;60,4;226;100;27;66;201;57
175;  182=;UNIVERSITY OF COLORADO AT BOULDER;US;L;CO;VH;5;A;56;195;51,6;288;70,1;185;61,5;213;40,2;334;17,2;401+;56,9
176;  171=;VU UNIVERSITY AMSTERDAM;NL;L;FC;VH;5;A;64,3;166;66,8;180;39,5;401+;66,1;179;44,3;317;18,1;401+;56,8
177;  156=;RADBOUD UNIVERSITY NIJMEGEN;NL;L;FC;VH;4;A;47;255;42,2;370;60;254;85,1;80;52,2;283;38,8;375;56,7
178;  192=;TECHNISCHE UNIVERSITÄT BERLIN;DE;XL;CO;VH;5;A;70,5;140;82,3;102;39,6;401+;36,7;401+;39,2;342;56,9;246;56,6
179;  235=;INDIAN INSTITUTE OF TECHNOLOGY DELHI (IITD);IN;M;CO;VH;4;A;55,3;197;81,6;104;32,2;401+;96,2;36;3,5;401+;3,6;401+;56,4
180;  192=;UNIVERSITY OF FLORIDA;US;XL;FC;VH;5;B;65,3;160;44,6;355;68,2;193;48,3;302;17,6;401+;23,9;401+;56,1
181;155;UNIVERSITY OF BERGEN;NO;M;FC;VH;4;A;47,3;252;27,9;401+;86,4;100;59;237;78,9;177;21,7;401+;55,9
  182=;  182=;STOCKHOLM UNIVERSITY;SE;XL;CO;VH;5;A;76,9;116;50,8;293;38,9;401+;53,3;276;6,4;401+;21,3;401+;55,8
  182=;170;QUEEN'S UNIVERSITY OF BELFAST;UK;L;FC;VH;5;A;49,9;230;56,6;247;52,4;296;50,1;292;97,8;63;94;73;55,8
  182=;  202=;NATIONAL CHIAO TUNG UNIVERSITY;TW;M;CO;VH;5;A;37,5;341;27,5;401+;64,9;214;96,5;34;49;295;63,1;219;55,8
185;186;UNIVERSITY OF ILLINOIS, CHICAGO (UIC);US;L;FC;VH;5;A;59;186;46,7;326;47,5;337;59,5;231;61,3;242;57,7;241;55,7
186;178;UNIVERSIDAD AUTÓNOMA DE MADRID;ES;L;FC;VH;3;A;72,5;132;68,6;167;51,3;305;37,8;389;15,2;401+;18,1;401+;55,5
187;229;POLITECNICO DI MILANO;IT;XL;FO;VH;5;A;64,7;162;89,8;74;12,8;401+;66,7;173;38,2;348;48,5;301;55,2
187;  200=;UNIVERSITY OF SUSSEX;UK;L;FC;HI;4;A;48,4;246;29,4;401+;39,7;401+;77;123;100;1;96,9;51;55,6
  188=;  179=;ECOLE NORMALE SUPÉRIEURE DE LYON ;FR;S;CO;VH;5;A;58,3;188;26,7;401+;100;9;22;401+;53,9;272;38,4;379;55,1
  188=;  212=;UNIVERSITY OF TWENTE;NL;M;FO;VH;4;A;37,4;342;39,6;395;44,3;369;97,5;28;81,1;164;73,4;169;55,1
  190=;  173=;UNIVERSITAT AUTÓNOMA DE BARCELONA;ES;XL;FC;VH;3;A;78;114;47,5;323;29,9;401+;50,3;289;21,6;401+;31,7;401+;54,8
  190=;164;UNIVERSITY OF ROCHESTER;US;M;FC;VH;5;B;38,9;323;15,9;401+;99,9;22;59,3;234;35,9;363;77,8;153;54,8
192;191;WESTERN UNIVERSITY;CA;L;FC;VH;5;A;50,3;227;62,3;213;23,7;401+;78,5;114;95,5;89;57,9;239;54,6
193;219;HANYANG UNIVERSITY;KR;L;FC;VH;4;B;44,3;269;67,8;174;94,5;54;34,5;401+;27,1;401+;53,2;263;54,4
194;181;VRIJE UNIVERSITEIT BRUSSEL (VUB);BE;M;FC;VH;5;A;41,4;303;64,1;197;95;51;24;401+;77,1;183;69,4;187;54,2
  195=;  206=;UNIVERSIDADE ESTADUAL DE CAMPINAS (UNICAMP);BR;L;FC;VH;3;A;75,1;123;79,9;112;31,1;401+;43,4;343;12,6;401+;7,5;401+;54,1
  195=;237;UNIVERSITY OF NOTRE DAME;US;L;CO;VH;5;B;42,2;289;48,2;317;50,4;312;84,1;87;83,5;159;23,5;401+;54,1
197;  246=;TECHNISCHE UNIVERSITÄT WIEN;AT;L;FO;VH;5;A;47,2;253;71,1;151;10,6;401+;90,8;53;62,3;236;87,4;105;53,9
198;190;TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY;IL;L;FC;VH;4;A;54,2;202;42,4;367;33,6;401+;87,5;69;60;245;11,1;401+;53,8
199;225;KING FAHD UNIVERSITY OF PETROLEUM & MINERALS (KFUPM);SA;M;CO;VH;4;A;37,2;345;51,7;287;83,9;114;39,4;374;100;19;73,9;162;53,5
202;  222=;INDIAN INSTITUTE OF TECHNOLOGY BOMBAY (IITB);IN;M;CO;VH;4;A;62,3;173;87,5;83;27,7;401+;65,6;182;5;401+;1,5;401+;52,8
203;  195=;TEL AVIV UNIVERSITY;IL;L;FC;VH;4;A;58;190;47,9;321;12,7;401+;98,9;20;34,3;373;10,5;401+;52,7
  204=;  182=;UNIVERSITÀ DI BOLOGNA (UNIBO);IT;XL;FC;VH;5;A;87,5;75;62,9;207;16,4;401+;32,2;401+;9,2;401+;18;401+;52,5
  204=;  171=;UNIVERSITY OF CALGARY;CA;L;FC;VH;3;A;54,9;200;67,6;175;31,8;401+;53,3;277;69,1;215;64,7;209;52,5
206;  187=;QUEEN'S UNIVERSITY;CA;L;FC;VH;5;A;53,8;203;67,5;177;18;401+;75,4;133;78,6;179;28,5;401+;52,4
207;  173=;UNIVERSITÉ LIBRE DE BRUXELLES (ULB);BE;L;FC;HI;5;A;56,4;193;62,3;212;36,6;401+;31,7;401+;93,8;101;94,9;66;52
208;205;UNIVERSITY OF ANTWERP;BE;L;FC;VH;3;A;43,4;278;40,5;383;95,3;49;27,4;401+;65;228;51,6;278;51,9
209;  220=;UNIVERSIDAD DE CHILE;CL;XL;FC;HI;5;A;84,6;86;92,8;64;18,7;401+;16,5;401+;12,2;401+;13,4;401+;51,6
210;177;RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITÄT BONN;DE;XL;FC;VH;5;A;67,1;153;39,4;397;60,3;253;29;401+;13,4;401+;39,1;371;51,4
211;242;UNIVERSITY OF CANTERBURY;NZ;M;CO;VH;5;A;49,1;241;57,8;240;27;401+;61,2;218;99;53;61,9;222;51,2
212;  220=;WASEDA UNIVERSITY;JP;XL;CO;VH;5;B;73,3;129;85,3;92;36,9;401+;10;401+;35,6;366;40,2;358;51,1
  213=;  202=;SAPIENZA - UNIVERSITÀ DI ROMA;IT;XL;FC;VH;5;A;85,7;83;54,4;271;5,8;401+;44,9;332;2,3;401+;17,7;401+;51
  213=;  200=;GEORGETOWN UNIVERSITY;US;L;FC;HI;5;B;49,8;232;66,5;181;58,7;260;38,3;382;44,7;313;54,3;257;51
215;189;CASE WESTERN RESERVE UNIVERSITY;US;M;FC;VH;5;B;29,1;401+;12,6;401+;97,7;43;65,6;181;36,5;360;65,3;207;50,8
  216=;  215=;UNIVERSITY OF ARIZONA;US;XL;FC;VH;5;A;61;180;30;401+;31,4;401+;71,9;146;25,1;401+;24,6;401+;50,7
  216=;  182=;VANDERBILT UNIVERSITY;US;L;FC;VH;5;B;46,6;259;15,8;401+;100;8;43,4;342;5,8;401+;28,4;401+;50,7
218;264;UNIVERSITY OF TECHNOLOGY, SYDNEY (UTS);AU;L;CO;VH;3;A;48,6;243;85,9;88;22,4;401+;42,3;355;95,6;86;93,2;77;50,5
  219=;  192=;UNIVERSITÄT HAMBURG;DE;XL;FC;VH;4;A;68,9;151;55,4;258;40,6;401+;29,3;401+;27,7;401+;37;394;50,4
  219=;197;KEIO UNIVERSITY;JP;XL;FC;VH;5;B;65,8;156;82,3;101;57,5;265;15,7;401+;13,6;401+;8,4;401+;50,4
  219=;  198=;UNIVERSITY OF TSUKUBA;JP;L;FC;VH;3;A;52,1;214;45,8;339;79;139;32,7;401+;17,3;401+;32,3;401+;50,4
222;227;UNIVERSITÉ PARIS-SORBONNE (PARIS IV);FR;L;SP;VH;5;A;86;80;78,6;118;11,2;401+;7,7;401+;31,2;393;52;273;50,3
223;  222=;SCIENCES PO PARIS;FR;M;SP;VH;5;A;36,8;349;78,3;120;92,6;68;4,7;401+;64,1;234;97,2;48;50,2
224;232;NATIONAL CHENG KUNG UNIVERSITY;TW;L;FC;VH;4;A;49,7;233;35,5;401+;51;307;68,9;162;19,9;401+;32,3;401+;50,1
225;  222=;SIMON FRASER UNIVERSITY;CA;L;CO;VH;4;A;41,6;296;45,3;348;9,1;401+;88,2;66;93,5;104;91,7;85;50
226;  212=;UNIVERSIDAD COMPLUTENSE DE MADRID (UCM);ES;XL;FC;VH;5;A;76,9;115;79;116;30,5;401+;13,8;401+;3,5;401+;38,6;378;49,7
227;234;TECHNISCHE UNIVERSITÄT DRESDEN;DE;XL;FC;VH;5;A;49,2;239;67,8;172;15,3;401+;81,4;97;30,7;395;42,2;349;49,6
228;  265=;LOUGHBOROUGH UNIVERSITY;UK;L;FO;VH;3;A;38,9;322;69;162;37,6;401+;59,4;233;79,9;173;71,5;177;49,5
  229=;  275=;VICTORIA UNIVERSITY OF WELLINGTON;NZ;L;CO;VH;5;A;51,2;218;58,4;235;19,4;401+;54,1;265;100;39;66,1;199;49,4
  229=;  254=;MACQUARIE UNIVERSITY;AU;L;FC;HI;4;A;48,4;245;63,6;203;14,4;401+;58,8;239;100;17;78,3;147;49,4
231;  275=;ROYAL HOLLOWAY UNIVERSITY OF LONDON;UK;M;CO;VH;5;A;32,3;401+;35,3;401+;36,8;401+;77,9;117;97,7;64;98;40;49,3
232;  240=;BEIJING NORMAL UNIVERSITY ;CN;L;CO;VH;5;A;56,4;192;48,7;312;42,2;395;45,8;319;58,6;252;22,7;401+;49,2
  233=;  230=;UNIVERSITY COLLEGE CORK (UCC);IE;L;FC;HI;5;A;44,4;268;60,7;218;43,2;384;47,4;307;92,1;116;47,8;307;49,1
  233=;208;UNIVERSITY OF TURKU;FI;L;FC;HI;4;A;41,9;293;65,3;188;92,5;71;24,5;401+;33,8;376;12,4;401+;49,1
  235=;  215=;UNIVERSITÉ JOSEPH FOURIER - GRENOBLE 1;FR;L;CO;VH;5;A;52,9;209;23;401+;39,3;401+;71,9;145;17,6;401+;44;335;48,9
  235=;211;UNIVERSITY OF LEICESTER;UK;L;FC;HI;4;A;32,8;393;40,1;387;64;223;50;293;80;172;97,1;49;48,9
237;  249=;KING SAUD UNIVERSITY (KSU);SA;XL;FC;VH;4;A;42,2;290;45,9;338;90,2;80;15,1;401+;97,6;67;24,5;401+;48,7
238;253;TECNOLÓGICO DE MONTERREY (ITESM);MX;L;FC;MD;4;B;43,6;274;93,2;62;71,5;176;4,2;401+;83,3;160;47,7;308;48,6
239;  240=;UNIVERSITY OF EAST ANGLIA (UEA);UK;L;FC;HI;4;A;36,7;351;28,3;401+;35,9;401+;78,9;111;71,3;203;85,6;118;48,4
240;228;UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE ;FR;XL;FO;HI;5;A;81,1;101;90,7;72;4,5;401+;6,5;401+;24;401+;64,5;211;48,2
  241=;226;UNIVERSITÉ DE STRASBOURG;FR;XL;FC;HI;5;A;72,3;135;27;401+;20,6;401+;37,3;395;42,3;330;54,2;258;48,1
  241=;209;UNIVERSITÉ PARIS-SUD 11;FR;L;CO;VH;5;A;46,3;261;26,8;401+;66,4;205;46,3;317;37,3;354;48,6;300;48,1
  243=;217;UNIVERSITÄT FRANKFURT AM MAIN;DE;XL;FC;VH;5;A;64,7;163;64,1;198;33,5;401+;25,9;401+;20,9;401+;53,6;260;48
  243=;282;UNIVERSITY OF MASSACHUSETTS, AMHERST;US;L;CO;VH;5;A;53,7;204;42,6;366;23,8;401+;76,9;124;23,3;401+;16,8;401+;48
  243=;  283=;UNIVERSITY OF WOLLONGONG;AU;L;FC;HI;3;A;31,1;401+;78,6;119;31,6;401+;63,9;195;99,9;45;69,6;186;48
246;  269=;TECHNISCHE UNIVERSITÄT DARMSTADT;DE;L;FO;VH;5;A;34,2;382;88,1;79;17,2;401+;78,7;112;59,9;246;59,1;232;47,7
  247=;  206=;UNIVERSITY OF GOTHENBURG;SE;L;FC;VH;5;A;52,8;210;45;350;53,4;290;38,8;379;35,8;364;33,1;401+;47,6
  247=;  314=;UNIVERSITY OF SURREY;UK;M;CO;VH;5;A;34,8;369;46,8;325;47,1;340;49,4;296;94,5;96;97,7;46;47,6
  249=;  294=;ARIZONA STATE UNIVERSITY;US;XL;CO;VH;5;A;60,3;183;33,4;401+;12,5;401+;75,1;135;8,8;401+;39,9;360;47,5
  249=;  246=;UNIVERSITY OF STRATHCLYDE;UK;L;CO;VH;5;A;37,4;343;69,5;159;37,3;401+;50,1;291;85,9;144;73,8;163;47,5
251;274;UNIVERSITÄT STUTTGART;DE;L;CO;VH;5;A;44,2;270;62,6;209;64,7;216;23,4;401+;38,1;350;69,2;189;47
252;214;TUFTS UNIVERSITY;US;M;FC;VH;5;B;27,6;401+;30,5;401+;64;224;80,4;103;30,1;400;45,4;322;46,9
253;243;CHULALONGKORN UNIVERSITY;TH;XL;FC;HI;4;A;76,3;120;59;231;30,8;401+;14,2;401+;19,2;401+;5,5;401+;46,8
  254=;  246=;NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;NO;L;FC;VH;5;A;43,4;277;52,9;279;33;401+;56,9;250;75,9;185;41,1;355;46,6
  254=;  321=;INDIAN INSTITUTE OF TECHNOLOGY MADRAS (IITM);IN;M;CO;VH;4;A;41,4;302;66,9;179;31,1;401+;82,3;93;7,9;401+;4;401+;46,6
  256=;  249=;WESTFÄLISCHE WILHELMS-UNIVERSITÄT MÜNSTER ;DE;XL;FC;VH;5;A;49,7;234;69,8;157;54;286;31,5;401+;28,6;401+;17,8;401+;46,4
  256=;233;SAINT-PETERSBURG STATE UNIVERSITY;RU;L;FC;HI;5;A;49,3;238;46,7;327;97;46;4,6;401+;5,4;401+;26,6;401+;46,4
  256=;  257=;UNIVERSITY OF NEWCASTLE;AU;L;FC;HI;4;A;43;282;59,3;228;29,7;401+;49,1;298;96,3;79;52,5;269;46,4
259;292;BEN GURION UNIVERSITY OF THE NEGEV;IL;L;FC;VH;3;A;31,5;401+;29,7;401+;49;323;67,1;167;85,2;148;60,1;226;46,2
260;  371=;NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;TW;M;FO;VH;3;A;34,8;371;27,6;401+;74,7;159;58,2;244;24,4;401+;30,4;401+;46,1
  261=;210;UNIVERSITÉ PARIS DIDEROT - PARIS 7;FR;L;FC;VH;5;A;65,8;157;5,5;401+;17,3;401+;56,6;253;38,4;347;47,2;309;46
  261=;  230=;UNIVERSITY OF DUNDEE;UK;M;FC;VH;5;A;34,5;375;16,3;401+;79,4;137;32,2;401+;84,2;156;79,6;141;46
  263=;  272=;INDIANA UNIVERSITY BLOOMINGTON;US;XL;FC;VH;5;A;61,6;178;55;266;31,4;401+;33,4;401+;20,5;401+;32;401+;45,8
  263=;  285=;QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT);AU;XL;CO;VH;3;A;47,7;250;71,6;148;21,4;401+;38,1;383;95,6;85;54,6;256;45,8
  265=;  254=;UNIVERSIDAD DE NAVARRA;ES;M;FC;HI;4;B;34,4;380;85,2;94;84,2;109;14;401+;19,8;401+;49,6;290;45,5
  265=;261;UNIVERSITY OF CALIFORNIA, RIVERSIDE (UCR);US;L;FC;HI;4;A;32,5;401+;45,3;346;21;401+;87,1;70;89;130;36,1;397;45,5
  265=;  272=;UNIVERSITY OF LIEGE;BE;L;FC;VH;5;A;32,2;401+;36,1;401+;48,8;324;73,5;139;23,3;401+;66;200;45,5
268;  249=;AMERICAN UNIVERSITY OF BEIRUT (AUB);LB;M;FC;HI;5;B;27,8;401+;92,9;63;62,7;233;18,4;401+;98,9;55;73,7;165;45,4
  269=;279;RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK;US;XL;CO;VH;5;A;52,7;211;31,7;401+;38,8;401+;51,3;284;28,8;401+;27,8;401+;45,2
  269=;  265=;UNIVERSITY OF CALIFORNIA, SANTA CRUZ (UCSC);US;L;CO;VH;4;A;40,1;312;30;401+;17,1;401+;93;44;75,8;187;4,2;401+;45,2
  271=;  300=;INDIAN INSTITUTE OF TECHNOLOGY KANPUR (IITK);IN;M;CO;VH;4;A;45,4;263;59,7;225;36,4;401+;66,5;174;2;401+;1,9;401+;45
  271=;  280=;NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG);IE;L;FC;HI;5;A;34,4;379;45,3;347;72,3;171;25,1;401+;89,2;129;53,4;261;45
  273=;  335=;WUHAN UNIVERSITY;CN;XL;FC;VH;5;A;49,9;229;45;352;29,7;401+;50,6;288;64,6;230;20,7;401+;44,9
  273=;304;RMIT UNIVERSITY;AU;XL;CO;VH;2;A;44,5;267;85,3;93;23,1;401+;23,9;401+;100;34;80,7;138;44,9
  275=;  305=;AL-FARABI KAZAKH NATIONAL UNIVERSITY;KZ;L;CO;MD;4;A;47,6;251;44,7;354;92,2;73;1,2;401+;29,6;401+;19,8;401+;44,8
  275=;  331=;SOAS - SCHOOL OF ORIENTAL AND AFRICAN STUDIES, UNIVERSITY OF LONDON ;UK;S;SP;VH;4;A;42,2;288;36,5;401+;52,2;298;18,8;401+;100;35;100;12;44,8
  277=;  328=;NANKAI UNIVERSITY;CN;L;FC;VH;4;A;40;313;37;401+;43,2;386;75,2;134;13,6;401+;9,9;401+;44,7
  277=;  235=;DALHOUSIE UNIVERSITY;CA;L;FC;VH;5;A;37;348;15,4;401+;28,6;401+;72;144;99,8;46;63,2;218;44,7
279;244;CHARLES UNIVERSITY;CZ;XL;FC;VH;5;A;57,9;191;55,9;253;48,6;326;13,3;401+;18,3;401+;48,1;304;44,6
280;239;UNIVERSITY OF MIAMI;US;L;FC;VH;4;B;30;401+;24,9;401+;94,3;55;41,4;362;5,9;401+;49,7;288;44,5
281;  318=;HONG KONG BAPTIST UNIVERSITY (HKBU);HK;M;FC;HI;2;A;28,1;401+;19,6;401+;52,5;294;55,4;260;98,4;58;90,2;91;44,3
282;  341=;BOSTON COLLEGE;US;L;CO;HI;5;B;34,7;373;55,7;257;27,4;401+;65,5;183;94;99;27,5;401+;44,2
283;  262=;UNIVERSIDAD DE LOS ANDES COLOMBIA;CO;L;FC;MD;4;B;65,5;159;87,7;82;25,3;401+;8,9;401+;34,8;370;4,3;401+;43,9
  284=;218;UNIVERSITY OF OTTAWA;CA;XL;FC;VH;5;A;46,7;258;34,8;401+;13,6;401+;63,2;200;75,3;190;49,2;295;43,8
  284=;  331=;CURTIN UNIVERSITY;AU;L;CO;VH;3;A;38,9;324;54,3;272;30,9;401+;39,5;372;100;26;72,7;172;43,8
  286=;  324=;INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR (IITKGP);IN;M;FO;VH;4;A;37,2;346;61,7;216;19,9;401+;91,3;52;5,9;401+;1,2;401+;43,7
  286=;  283=;LINKÖPING UNIVERSITY;SE;L;CO;VH;3;A;32,5;401+;60,6;219;72,8;168;33,8;401+;37,2;355;26,8;401+;43,7
288;333;UNIVERSITY OF SOUTH AUSTRALIA (UNISA);AU;L;CO;VH;2;A;34;384;57,9;238;37,9;401+;42,6;350;100;10;61;223;43,6
289;309;UNIVERSITI SAINS MALAYSIA (USM);MY;L;FC;VH;4;A;50,2;228;41,1;374;44,3;368;36,7;401+;29,9;401+;27,5;401+;43,4
  290=;  316=;UNIVERSIDAD NACIONAL DE COLOMBIA;CO;XL;FC;HI;5;A;71,2;139;92,1;66;14,8;401+;7,2;401+;15,2;401+;2,4;401+;43,1
290;431-440;BIRKBECK COLLEGE, UNIVERSITY OF LONDON;UK;M;FO;VH;5;A;30;401+;16;401+;23;401+;76;131;93,4;109;97,8;45;43,1
291;481-490;HARBIN INSTITUTE OF TECHNOLOGY;CN;L;FO;VH;4;A;29,2;401+;36,3;401+;49,4;317;78,3;115;23,5;401+;18,2;401+;43
292;  285=;UNIVERSITÄT ERLANGEN-NÜRNBERG;DE;XL;FC;VH;5;A;38,4;332;39,3;399;4,7;401+;98,5;22;30,6;396;26,6;401+;42,9
  293=;  338=;ECOLE NORMALE SUPÉRIEURE DE CACHAN;FR;S;CO;VH;5;A;28,3;401+;15;401+;91,7;75;43,8;340;21,3;401+;33,9;401+;42,8
  293=;  367=;TILBURG UNIVERSITY;NL;M;FO;VH;4;A;31,1;401+;53,9;274;24,8;401+;72,5;143;78,3;180;30,7;401+;42,8
  295=;  257=;MAHIDOL UNIVERSITY;TH;L;FC;HI;4;A;49,1;240;32,1;401+;85;105;7,6;401+;13,5;401+;9;401+;42,6
  295=;288;UNIVERSITÄT INNSBRUCK;AT;L;FC;HI;5;A;43,5;276;39,7;394;32,4;401+;24,6;401+;95,2;91;98,6;32;42,6
  295=;  298=;UNIVERSITAT POMPEU FABRA;ES;M;CO;VH;3;A;42,4;286;31,4;401+;30,3;401+;51,4;281;80,7;166;39,8;363;42,6
  295=;  275=;KYUNG HEE UNIVERSITY;KR;L;FC;VH;4;B;34;385;60,3;221;72,6;169;28,1;401+;15;401+;39,6;366;42,6
  299=;337;UNIVERSITAT POLITÈCNICA DE CATALUNYA ;ES;L;CO;VH;3;A;43;283;42,9;365;62,1;242;30,2;401+;13,9;401+;35,9;401+;42,5
301;  341=;CITY UNIVERSITY LONDON;UK;L;CO;HI;5;A;29,6;401+;79,4;114;26,7;401+;37,9;388;92,9;114;100;15;42,4
302;  390=;STELLENBOSCH UNIVERSITY;ZA;L;FC;HI;5;A;39,9;314;37,8;401+;11,5;401+;81,5;96;57;262;20,5;401+;42,3
  303=;334;KING ABDUL AZIZ UNIVERSITY (KAU);SA;XL;FC;HI;3;A;34,4;378;35,8;401+;70,3;183;10,5;401+;96,7;74;69,9;185;41,9
  303=;  294=;UNIVERSITI TEKNOLOGI MALAYSIA (UTM);MY;L;CO;VH;5;A;32,8;396;35,1;401+;77,9;143;12,8;401+;74;193;66,4;197;41,9
  303=;370;UNIVERSITY OF ESSEX;UK;M;CO;VH;4;A;32;401+;28,3;401+;26,2;401+;55;263;98,4;56;99,7;23;41,9
306;238;UNIVERSITÀ DEGLI STUDI DI MILANO;IT;XL;FC;VH;4;A;61,7;176;43,1;363;17,4;401+;39,2;375;15,1;401+;12,8;401+;41,8
307;321;SUN YAT-SEN UNIVERSITY;CN;XL;FC;VH;4;A;45,3;264;42,2;369;24,3;401+;58,2;245;43;322;13,3;401+;41,7
308;293;UNIVERSITY OF PORTO;PT;L;FC;VH;5;A;49,3;237;39,9;391;21,5;401+;61,9;210;8,1;401+;14,1;401+;41,6
  309=;  262=;UNIVERSITÀ DEGLI STUDI DI PADOVA (UNIPD);IT;XL;FC;VH;5;A;64,3;165;30,7;401+;29,7;401+;29,3;401+;3,7;401+;10,4;401+;41,4
  309=;287;UNIVERSIDAD AUSTRAL;AR;S;CO;MD;2;B;36,5;353;65,4;185;92,9;66;2,1;401+;8,1;401+;15,8;401+;41,4
  309=;  388=;NORTH CAROLINA STATE UNIVERSITY;US;L;CO;VH;5;A;36,1;356;38,3;401+;31,1;401+;65,3;185;33,8;377;41,6;353;41,4
  312=;  259=;UNIVERSITI KEBANGSAAN MALAYSIA (UKM);MY;L;FC;VH;3;A;49;242;34,3;401+;50,1;313;14;401+;72,9;198;33,7;401+;41,3
  312=;  269=;UNIVERSITY OF IOWA;US;L;FC;VH;5;A;40,4;311;17,2;401+;52,4;297;51,3;282;11,6;401+;39,5;367;41,3
  314=;  355=;UNIVERSIDAD CARLOS III DE MADRID;ES;L;FO;VH;3;A;41,8;294;63,7;202;62;243;11,2;401+;36,6;359;29,5;401+;41,1
  314=;365;POLITECNICO DI TORINO;IT;L;FO;VH;5;A;38,8;326;64,1;199;4,3;401+;77,2;122;2,8;401+;53,7;259;41,1
  314=;  290=;ÉCOLE DES PONTS PARISTECH;FR;S;FO;HI;5;A;15,9;401+;74,5;134;93,6;64;11,2;401+;27,8;401+;96,2;56;41,1
317;  328=;NOVOSIBIRSK STATE UNIVERSITY;RU;M;CO;VH;4;A;35,1;365;43,6;359;89;88;9,9;401+;8,4;401+;45,6;318;41
318;  352=;HERIOT-WATT UNIVERSITY;UK;M;CO;VH;3;A;19,5;401+;63;206;37,3;401+;45,2;325;96,7;72;99,9;17;40,5
  319=;  310=;UNIVERSITÄT KONSTANZ;DE;M;CO;VH;3;A;42,9;284;22,5;401+;45,2;359;35,5;401+;59,2;249;35,9;401+;40,4
  319=;  267=;UMEÅ UNIVERSITY;SE;L;FC;HI;4;A;31;401+;27,9;401+;84;112;30,2;401+;35,1;369;10,8;401+;40,4
  319=;  318=;UNIVERSITY OF JYVÄSKYLÄ;FI;M;CO;VH;4;A;31,2;401+;23;401+;88,7;90;25,8;401+;40,5;333;12,3;401+;40,4
  319=;  290=;UNIVERSITY OF VICTORIA;CA;L;CO;VH;4;A;31,7;401+;24,9;401+;12,4;401+;81,1;98;84,4;154;44,3;332;40,4
323;271;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;BR;XL;FC;VH;4;A;65,6;158;32,9;401+;33,9;401+;14,8;401+;13;401+;5,6;401+;40,3
  324=;  360=;DEAKIN UNIVERSITY;AU;XL;FC;HI;3;A;41,2;305;54,5;270;11,5;401+;40,5;366;98,2;60;55,6;250;40,1
  324=;  379=;OXFORD BROOKES UNIVERSITY;UK;L;CO;HI;5;A;39,3;318;81,4;105;21,1;401+;22,1;401+;65,8;224;83,6;126;40,1
  324=;  298=;LAVAL UNIVERSITY;CA;L;FC;VH;5;A;37,6;339;39,9;390;39,1;401+;38,9;377;67,7;217;38,9;373;40,1
  327=;  300=;GEORGE WASHINGTON UNIVERSITY;US;L;FC;HI;5;B;41,5;299;50,8;296;38,8;401+;34,2;401+;22,7;401+;49,5;291;40
  327=;  324=;UNIVERSITY OF HAWAII AT MĀNOA ;US;L;FC;VH;5;A;28,5;401+;11,5;401+;67,6;198;46,3;316;64,6;231;26,6;401+;40
  329=;  324=;GRIFFITH UNIVERSITY;AU;XL;FC;HI;3;A;34,8;368;47,9;319;21,8;401+;42,1;357;96,7;73;69,2;188;39,9
  329=;421-430;UNIVERSITY OF ST GALLEN (HSG);CH;M;SP;VH;5;A;15,3;401+;95,2;54;6,7;401+;65,2;187;100;43;96;58;39,9
  331=;  305=;UNIVERSITÄT KÖLN;DE;XL;FC;HI;5;B;52,3;213;67,5;176;25,8;401+;20;401+;26;401+;29,5;401+;39,7
  331=;376;UNIVERSITI PUTRA MALAYSIA (UPM);MY;L;FC;VH;3;A;43,5;275;33;401+;48,1;330;20,8;401+;44,5;315;57,2;244;39,7
