RANK2013;RANK2012;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
  701+;  601+;UNIVERSITY OF BAGHDAD;IQ;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF BAHRAIN;BH;L;FO;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF BARI;IT;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF BELGRADE;RS;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF BRAWIJAYA ;ID;XL;FC;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF BRESCIA;IT;L;FO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF BUCHAREST;RO;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF CALCUTTA;IN;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF CENTRAL LANCASHIRE;GB;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF COLOMBO;LK;L;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF DHAKA;BD;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF EAST LONDON;GB;L;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF ENGINEERING & TECHNOLOGY (UET) LAHORE;PK;M;FO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF GREENWICH;GB;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF JORDAN;JO;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF KARACHI;PK;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF LAHORE;PK;L;FO;MD;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF LATVIA;LV;L;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF NEW ENGLAND ;AU;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF PUNE;IN;XL;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF SAN DIEGO;US;M;CO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF SAN FRANCISCO;US;M;CO;MD;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF SANTO TOMAS;PH;XL;FC;LO;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF SOUTHERN QUEENSLAND ;AU;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF THE PACIFIC;US;M;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF TULSA;US;S;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF WINDSOR;CA;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITY OF WROCLAW;PL;L;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;VERONA UNIVERSITY;IT;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;VICTORIA UNIVERSITY ;AU;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;VILNIUS GEDIMINAS TECHNICAL UNIVERSITY;LT;M;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;VORONEZH STATE UNIVERSITY;RU;L;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;VYTAUTAS MAGNUS UNIVERSITY;LT;M;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;WEST UNIVERSITY OF TIMISOARA;RO;L;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
